X,Y,OBJECTID,Latitude,Longitude,ID,City,ZIP,L1_evse,L2_evse,DCFC,Charger_Type
-249643.8705,69671.7578999996,823,38.609124,-122.870456,113007,Healdsburg,94558,0,1,0,Level 2 only
-249722.1844,69821.3702000007,824,38.610448,-122.871408,113008,Healdsburg,95448,0,2,0,Level 2 only
-254240.6522,74664.9016999993,825,38.652759,-122.925048,113009,Healdsburg,95448,0,5,0,Level 2 only
-254490.072899999,74020.8038999997,826,38.646898,-122.927687,113010,Healdsburg,95448,0,1,0,Level 2 only
-254932.684800001,76963.9678000007,827,38.67324,-122.933823,113012,Healdsburg,95448,0,1,0,Level 2 only
-255296.401699999,75050.4203999992,828,38.655932,-122.937324,113013,Healdsburg,94949,0,2,0,Level 2 only
-250774.640799999,75295.1933999993,829,38.659382,-122.885417,113015,Healdsburg,95448,0,1,0,Level 2 only
-248886.4267,69374.6135000009,830,38.606658,-122.861649,113016,Healdsburg,95448,0,2,0,Level 2 only
-249887.455499999,59859.5460999999,831,38.520826,-122.869841,113017,Healdsburg,95405,0,3,0,Level 2 only
-250677.589600001,60121.3886999991,832,38.522965,-122.879001,113018,Healdsburg,95448,0,1,0,Level 2 only
-250283.224199999,66151.0233999994,833,38.577291,-122.876575,113019,Healdsburg,95448,0,3,0,Level 2 only
275185.469300002,-471185.7102,834,33.735562,-117.030779,113020,Hemet,92545,0,2,0,Level 2 only
255466.905299999,-425757.1677,835,34.150335,-117.229094,113021,Highland,92346,0,2,0,Level 2 only
8420.4935999997,84309.1622000001,836,38.774771,-119.902991,113022,Hope Valley,96120,0,2,0,Level 2 only
-269515.298800001,110094.638499999,837,38.966973,-123.114044,113023,Hopland,95449,0,2,0,Level 2 only
-269654.9442,109311.220000001,838,38.959887,-123.115359,113024,Hopland,95449,0,3,0,Level 2 only
186451.981699999,-482878.8538,839,33.651152,-117.990526,113025,Huntington Beach,92648,0,3,0,Level 2 only
185649.6897,-482451.7702,840,33.655156,-117.999073,113026,Huntington Beach,92648,0,3,0,Level 2 only
305550.674199998,-467980.7056,841,33.7554,-116.702189,113027,Idyllwild,92549,0,2,0,Level 2 only
340199.0097,-470268.6662,842,33.723301,-116.329538,113028,Indian Wells,92210,0,4,0,Level 2 only
340451.8761,-470286.6107,843,33.723051,-116.32682,113029,Indian Wells,92210,0,4,0,Level 2 only
340077.578000002,-470551.793,844,33.720792,-116.330965,113030,Indian Wells,92210,0,3,0,Level 2 only
345729.773899999,-470927.38,845,33.715419,-116.270206,113031,Indio,92201,0,4,0,Level 2 only
-250655.4759,13864.1257000007,846,38.107042,-122.862711,113033,Inverness,94937,0,4,0,Level 2 only
198570.264800001,-477778.7647,847,33.694745,-117.858723,113034,Irvine,92614,0,4,0,Level 2 only
199415.954399999,-479559.5939,848,33.678516,-117.850042,113035,Irvine,92612,0,7,0,Level 2 only
-39653.9622000009,-9595.33159999922,849,37.929206,-120.451752,113037,Jamestown,95327,0,4,0,Level 2 only
-37144.5513999984,-7061.16420000046,850,37.952106,-120.423294,113038,Jamestown,95327,0,1,0,Level 2 only
317511.875799999,-542431.3828,851,33.080346,-116.601988,113042,Julian,92036,0,2,0,Level 2 only
-222795.126599999,48819.3000000007,852,38.428521,-122.555443,113044,Kenwood,95452,0,1,0,Level 2 only
-5661.5727000013,74295.1380000003,853,38.684701,-120.065167,113046,Kirkwood,95646,0,8,0,Level 2 only
255384.110800002,-570581.2848,854,32.844475,-117.275126,113047,La Jolla,92037,0,2,0,Level 2 only
282167.629099999,-576948.152,855,32.779705,-116.99169,113048,La Mesa,91943,0,3,0,Level 2 only
342871.261700001,-474965.8173,856,33.680036,-116.302711,113049,La Quinta,92253,0,3,0,Level 2 only
348352.638799999,-476896.5665,857,33.660694,-116.244489,113050,La Quinta,92253,0,3,0,Level 2 only
343515.268800002,-475213.9757,858,33.677573,-116.295878,113051,La Quinta,92253,0,14,0,Level 2 only
346548.250999998,-476386.5451,859,33.665933,-116.263705,113052,La Quinta,92253,0,3,0,Level 2 only
343666.978100002,-472335.9782,860,33.703455,-116.293031,113054,La Quinta,92253,0,3,0,Level 2 only
206871.214899998,-495827.6802,861,33.530274,-117.773811,113055,Laguna Beach,92651,0,6,0,Level 2 only
207092.065200001,-495921.6281,862,33.52938,-117.771459,113056,Laguna Beach,92651,0,2,0,Level 2 only
208427.425700001,-497362.5482,863,33.516102,-117.757461,113057,Laguna Beach,92651,0,4,0,Level 2 only
209309.349599998,-497622.4145,864,33.51357,-117.748042,113058,Laguna Beach,92651,0,5,0,Level 2 only
210747.9058,-486878.5343,865,33.610142,-117.729803,113059,Laguna Woods,92637,0,4,0,Level 2 only
258562.555799998,-414515.0002,866,34.2508,-117.191926,113060,Lake Arrowhead,92352,0,2,0,Level 2 only
-16225.2501999997,413727.0722,867,41.740992,-120.194759,113061,Lake City,96115,0,2,0,Level 2 only
250276.092,-480290.992,868,33.660196,-117.302192,113062,Lake Elsinore,92530,0,2,0,Level 2 only
20993.2641000003,-197790.285,869,36.236696,-119.766144,113063,Lemoore,93245,0,6,0,Level 2 only
-236935.5814,303219.3769,870,40.713669,-122.803812,113064,Lewiston,96052,0,2,0,Level 2 only
-326155.5074,145045.905300001,871,39.262711,-123.783953,113065,Little River,95456,0,1,0,Level 2 only
-326621.5701,146766.666999999,872,39.278015,-123.790152,113067,Little River,95456,0,2,0,Level 2 only
-100844.8259,17164.0659999996,873,38.165257,-121.152498,113068,Lockeford,95237,0,1,0,Level 2 only
-114409.675299998,15230.1602999996,874,38.146279,-121.307198,113069,Lodi,95242,0,3,0,Level 2 only
-27346.1077000014,-375396.835,875,34.637418,-120.298425,113071,Lompoc,93436,0,2,0,Level 2 only
167516.2597,-470389.7292,876,33.767198,-118.191987,113072,Long Beach,90802,0,3,0,Level 2 only
166923.881000001,-471515.8981,877,33.757146,-118.19861,113074,Long Beach,90802,0,2,0,Level 2 only
-25337.9182999991,-363595.4457,878,34.743791,-120.276887,113075,Los Alamos,93440,0,2,0,Level 2 only
-187308.2531,-65863.4543999992,879,37.40506,-122.119167,113076,Los Altos,94022,0,12,0,Level 2 only
160404.9758,-439950.3298,880,34.042799,-118.262703,113077,Los Angeles,90015,0,2,0,Level 2 only
147461.5638,-437284.8512,881,34.068876,-118.402376,113078,Los Angeles,90049,0,2,0,Level 2 only
157651.2892,-434426.5228,882,34.093037,-118.291443,113079,Los Angeles,90029,0,6,0,Level 2 only
142145.457600001,-439446.2642,883,34.050187,-118.460342,113080,Los Angeles,90025,0,2,0,Level 2 only
147836.850900002,-438788.7124,884,34.055264,-118.398586,113082,Los Angeles,90035,0,4,0,Level 2 only
154473.206099998,-433722.5416,885,34.099893,-118.325744,113083,Los Angeles,90028,0,2,0,Level 2 only
146608.518599998,-438908.4496,886,34.054371,-118.411911,113084,Los Angeles,90067,0,3,0,Level 2 only
143544.1917,-430840.1564,887,34.12755,-118.443664,113085,Los Angeles,90077,0,4,0,Level 2 only
157834.193599999,-437833.3801,888,34.062301,-118.290127,113087,Los Angeles,90010,0,2,0,Level 2 only
161058.653299998,-438862.5839,889,34.052495,-118.255408,113088,Los Angeles,90071,0,3,0,Level 2 only
150294.758099999,-428793.4407,890,34.144974,-118.370105,113089,Los Angeles,91602,0,2,0,Level 2 only
149835.116500001,-437132.2499,891,34.069888,-118.376637,113090,Los Angeles,90048,0,2,0,Level 2 only
160910.5966,-439121.7068,892,34.050184,-118.257063,113091,Los Angeles,90071,0,3,0,Level 2 only
149598.275400002,-450898.1263,893,33.94584,-118.381748,113092,Los Angeles,90045,0,3,0,Level 2 only
154464.3114,-433532.4161,894,34.101608,-118.325804,113094,Los Angeles,90028,0,6,0,Level 2 only
150550.288400002,-433994.318,895,34.09806,-118.368305,113096,Los Angeles,90046,0,2,0,Level 2 only
150020.337499999,-436423.5604,896,34.076247,-118.374499,113097,Los Angeles,90048,0,3,0,Level 2 only
149740.236900002,-436426.9165,897,34.07626,-118.377534,113098,Los Angeles,90048,0,6,0,Level 2 only
160863.5984,-439825.3082,898,34.04385,-118.257712,113099,Los Angeles,90014,0,3,0,Level 2 only
160969.458500002,-440032.7178,899,34.041963,-118.256607,113103,Los Angeles,90015,0,3,0,Level 2 only
143889.4608,-437964.0626,900,34.06329,-118.441191,113104,Los Angeles,90024,0,2,0,Level 2 only
160279.1351,-439649.5296,901,34.045531,-118.264006,113105,Los Angeles,90015,0,3,0,Level 2 only
-175887.227700001,-86567.4219000004,902,37.221076,-121.985088,113106,Los Gatos,95030,0,10,0,Level 2 only
-175180.334799999,-86594.0917000007,903,37.220969,-121.977106,113108,Los Gatos,95030,0,2,0,Level 2 only
-175465.206499999,-86598.9302999992,904,37.220872,-121.980319,113109,Los Gatos,95030,0,3,0,Level 2 only
113630.7403,-442636.878,905,34.025182,-118.769613,113110,Malibu,90265,0,3,0,Level 2 only
112019.090599999,-443206.438,906,34.020235,-118.787141,113111,Malibu,90265,0,3,0,Level 2 only
89328.9131000005,-40103.7189000007,907,37.651321,-118.986123,113112,Mammoth Lakes,93546,0,5,0,Level 2 only
89006.0782999992,-41866.0222999994,908,37.6355,-118.99,113113,Mammoth Lakes,93546,0,5,0,Level 2 only
89414.8293000013,-40260.7756999992,909,37.6499,-118.985167,113114,Mammoth Lakes,93546,0,3,0,Level 2 only
89281.9516000003,-40310.0011999998,910,37.64947,-118.986681,113115,Mammoth Lakes,93546,0,5,0,Level 2 only
149060.524799999,-455962.3172,911,33.90027,-118.388495,113116,Manhattan Beach,90266,0,6,0,Level 2 only
-107134.907299999,-17252.9025999997,912,37.854975,-121.219317,113117,Manteca,95336,0,2,0,Level 2 only
142346.462000001,-446991.3984,913,33.982146,-118.459493,113118,Marina del Rey,90292,0,2,0,Level 2 only
143154.493099999,-446760.7978,914,33.984106,-118.450709,113119,Marina del Rey,90292,0,4,0,Level 2 only
3398.47619999945,-58902.3759000003,915,37.486506,-119.961525,113120,Mariposa,95338,0,2,0,Level 2 only
-326625.241900001,149240.698999999,916,39.300258,-123.791342,113121,Mendocino,95460,0,3,0,Level 2 only
-327234.4408,150959.8708,917,39.315496,-123.799205,113122,Mendocino,95460,0,3,0,Level 2 only
-327237.6768,151025.3978,918,39.316084,-123.799273,113123,Mendocino,95460,0,3,0,Level 2 only
-327315.048800001,149861.355900001,919,39.30559,-123.799629,113124,Mendocino,95460,0,6,0,Level 2 only
-192179.562899999,-57155.0258000009,920,37.482386,-122.176522,113125,Menlo Park,94025,0,10,0,Level 2 only
-227885.0021,82782.4254000001,921,38.732695,-122.624575,113126,Middletown,95461,0,3,0,Level 2 only
-211674.673900001,-42538.1788999997,922,37.609602,-122.401414,113127,Millbrae,94030,0,3,0,Level 2 only
-90428.7679999992,-38615.4954000004,923,37.664601,-121.026568,113129,Modesto,95350,0,4,0,Level 2 only
34567.0227999985,-396521.9572,924,34.446845,-119.623718,113130,Montecito,93108,0,2,0,Level 2 only
-169822.907400001,-157331.257300001,925,36.585678,-121.900656,113132,Monterey,93940,0,1,0,Level 2 only
-166032.8026,-154566.7982,926,36.611223,-121.858855,113134,Monterey,93940,0,3,0,Level 2 only
-169295.8935,-155656.0448,927,36.600843,-121.895134,113135,Monterey,93940,0,3,0,Level 2 only
-169254.009,-155777.937100001,928,36.599754,-121.894638,113136,Monterey,93940,0,3,0,Level 2 only
-169222.7509,-156552.4682,929,36.592792,-121.894115,113138,Monterey,93940,0,1,0,Level 2 only
251926.489999998,-449648.356,930,33.935974,-117.27492,113140,Moreno Valley,92553,0,4,0,Level 2 only
-150890.872400001,-90170.7350999992,931,37.193039,-121.702313,113141,Morgan Hill,95037,0,4,0,Level 2 only
-144727.138800001,-96810.2303999998,932,37.134293,-121.631501,113142,Morgan Hill,95037,0,4,0,Level 2 only
-221813.9288,-52008.8707999997,933,37.522072,-122.513541,113143,Moss Beach,94038,0,1,0,Level 2 only
-184951.127499999,-67653.6079999991,934,37.389431,-122.092061,113144,Mountain View,94040,0,2,0,Level 2 only
-183391.5031,-68575.8421,935,37.381445,-122.074197,113145,Mountain View,94040,0,3,0,Level 2 only
-193481.5581,367549.259299999,936,41.303614,-122.30835,113146,Mount Shasta,96067,0,4,0,Level 2 only
-43348.2296999991,14141.6574000008,937,38.142564,-120.495249,113147,Murphys,95247,0,2,0,Level 2 only
-40428.0324999988,13504.3816,938,38.136964,-120.461852,113148,Murphys,95247,0,3,0,Level 2 only
-40625.7637000009,13597.5046999995,939,38.137793,-120.464116,113149,Murphys,95247,0,2,0,Level 2 only
-197533.502499999,25461.0702,940,38.224233,-122.259429,113150,Napa,94558,0,7,0,Level 2 only
-201858.012700001,34367.2131999992,941,38.303389,-122.311357,113151,Napa,94558,0,1,0,Level 2 only
-204212.682800001,39153.1838000007,942,38.34591,-122.33966,113152,Napa,94558,0,2,0,Level 2 only
-199461.939099999,34411.4345999993,943,38.304309,-122.283944,113153,Napa,94559,0,12,0,Level 2 only
-197643.481799999,39294.5407999996,944,38.348616,-122.264465,113154,Napa,94558,0,10,0,Level 2 only
-199416.480900001,34517.7547999993,945,38.305275,-122.283453,113155,Napa,94559,0,3,0,Level 2 only
-199510.888499999,40119.6198999994,946,38.355633,-122.28608,113156,Napa,94558,0,1,0,Level 2 only
-202929.5288,38679.9388999995,947,38.341938,-122.324832,113157,Napa,94558,0,2,0,Level 2 only
-199897.4102,40595.8600999992,948,38.359832,-122.290639,113158,Napa,94558,0,3,0,Level 2 only
-199761.4408,33118.3281999994,949,38.292615,-122.287015,113159,Napa,94559,0,2,0,Level 2 only
-199532.0463,33162.7237999998,950,38.293064,-122.284402,113160,Napa,94559,0,2,0,Level 2 only
-199413.214600001,33510.7959000003,951,38.29622,-122.283138,113161,Napa,94559,0,2,0,Level 2 only
-206133.172599999,51367.2840999998,952,38.455324,-122.365144,113162,Napa,94558,0,2,0,Level 2 only
-203054.2634,45856.2608000003,953,38.406448,-122.328279,113163,Napa,94558,0,1,0,Level 2 only
-202590.4463,47116.7334000003,954,38.417886,-122.323317,113164,Napa,94558,0,1,0,Level 2 only
-196170.2553,34846.7203000002,955,38.308931,-122.246385,113166,Napa,94558,0,1,0,Level 2 only
-208142.006899999,53777.7910999991,956,38.476549,-122.38888,113167,Napa,94558,0,2,0,Level 2 only
-203047.431500001,38924.7952999994,957,38.344114,-122.326251,113168,Napa Valley,94558,0,5,0,Level 2 only
-175706.0174,-53181.0166999996,958,37.521383,-121.990955,113169,Newark,94560,0,4,0,Level 2 only
195831.5484,-486510.1508,959,33.616571,-117.890341,113171,Newport Beach,92660,0,2,0,Level 2 only
193601.558400001,-486680.4894,960,33.61548,-117.914397,113172,Newport Beach,92663,0,1,0,Level 2 only
192159.484999999,-486590.7752,961,33.616574,-117.929906,113174,Newport Beach,92663,0,4,0,Level 2 only
197213.210999999,-486069.0692,962,33.62027,-117.875355,113175,Newport Beach,92660,0,1,0,Level 2 only
31335.0161000006,-75572.2704000007,963,37.336027,-119.64585,113176,Oakhurst,93644,0,2,0,Level 2 only
31479.2780999988,-72850.0162000004,964,37.360511,-119.644104,113177,Oakhurst,93644,0,3,0,Level 2 only
30080.3344999999,-76636.6875,965,37.326493,-119.660074,113178,Oakhurst,93644,0,2,0,Level 2 only
-193477.771299999,-30054.0477000009,966,37.725841,-122.198335,113179,Oakland,94603,0,3,0,Level 2 only
-194760.926999999,-29552.9388999995,967,37.730079,-122.213042,113180,Oakland,94621,0,3,0,Level 2 only
-208326.4165,48675.5200999994,968,38.430622,-122.38952,113181,Oakville,94562,0,2,0,Level 2 only
-209472.1829,49438.1624999996,969,38.43722,-122.402878,113182,Oakville,94562,0,2,0,Level 2 only
-210009.094900001,50216.0496999994,970,38.444093,-122.409261,113183,Oakville,94562,0,1,0,Level 2 only
-207579.999500001,49813.6264999993,971,38.441026,-122.38129,113184,Oakville,94562,0,3,0,Level 2 only
-256946.653899999,47441.5458000004,972,38.407219,-122.94643,113185,Occidental,95465,0,2,0,Level 2 only
68480.9866000004,-397280.2765,973,34.438204,-119.254609,113186,Ojai,93023,0,6,0,Level 2 only
-18802.8427999988,131386.0956,974,39.198178,-120.217908,113187,Olympic Valley,96146,0,7,0,Level 2 only
225450.780499998,-435461.1217,975,34.070333,-117.557221,113188,Ontario,91764,0,4,0,Level 2 only
225597.500300001,-435475.5381,976,34.070169,-117.555636,113189,Ontario,91764,0,4,0,Level 2 only
198820.204399999,-467620.1382,977,33.786281,-117.853549,113190,Orange,92866,0,3,0,Level 2 only
-130326.784600001,162280.165100001,978,39.466997,-121.515891,113194,Oroville,95966,0,3,0,Level 2 only
-172622.5911,-153479.232999999,979,36.619821,-121.93286,113196,Pacific Grove,93950,0,3,0,Level 2 only
337014.1622,-466285.623,980,33.7603,-116.362218,113197,Palm Desert,92260,0,2,0,Level 2 only
335527.671,-471010.191,981,33.718238,-116.380194,113198,Palm Desert,92260,0,6,0,Level 2 only
337172.206599999,-466535.0158,982,33.757998,-116.360617,113199,Palm Desert,92260,0,6,0,Level 2 only
340459.8292,-470467.8499,983,33.721415,-116.32681,113200,Palm Desert,92210,0,3,0,Level 2 only
321087.706099998,-462266.1335,984,33.801901,-116.532388,113201,Palm Springs,92264,0,2,0,Level 2 only
319795.612500001,-457442.7834,985,33.84579,-116.544432,113203,Palm Springs,92262,0,3,0,Level 2 only
319521.250999998,-460143.5959,986,33.821543,-116.548456,113205,Palm Springs,92262,0,2,0,Level 2 only
319543.636500001,-460717.5106,987,33.816364,-116.54844,113206,Palm Springs,92264,0,2,0,Level 2 only
321937.804200001,-456622.6302,988,33.852474,-116.52098,113208,Palm Springs,92262,0,4,0,Level 2 only
319325.833099999,-459967.7158,989,33.823192,-116.550496,113210,Palm Springs,92262,0,2,0,Level 2 only
324038.8321,-462901.7223,990,33.795196,-116.500799,113211,Palm Springs,92264,0,10,0,Level 2 only
319757.285,-459026.3632,991,33.831533,-116.545469,113212,Palm Springs,92262,0,3,0,Level 2 only
319708.074499998,-458936.9356,992,33.832355,-116.545965,113213,Palm Springs,92262,0,2,0,Level 2 only
320380.710099999,-462379.0873,993,33.801116,-116.540061,113216,Palm Springs,92264,0,2,0,Level 2 only
170234.173599999,-378211.4017,994,34.597428,-118.143177,113217,Palmdale,93551,0,2,0,Level 2 only
170524.642999999,-376325.9271,995,34.614361,-118.139606,113218,Palmdale,93551,0,2,0,Level 2 only
-190953.0942,-61495.7145000007,996,37.443601,-122.161516,113219,Palo Alto,94301,0,1,0,Level 2 only
-188683.963199999,-64321.3834000006,997,37.418651,-122.135119,113220,Palo Alto,94306,0,2,0,Level 2 only
-187642.409399999,-65382.9705999997,998,37.409314,-122.123068,113221,Palo Alto,94306,0,3,0,Level 2 only
-187381.8462,-65560.3701000009,999,37.407771,-122.120076,113222,Palo Alto,94306,0,2,0,Level 2 only
-187273.7894,-65797.0655000005,1000,37.405664,-122.118794,113223,Palo Alto,94306,0,6,0,Level 2 only
-80494.7170999981,-262074.4783,1001,35.654935,-120.889991,113224,Paso Robles,93446,0,2,0,Level 2 only
-62616.8971999995,-265487.6177,1002,35.625553,-120.69206,113225,Paso Robles,93446,0,2,0,Level 2 only
-62171.1449000016,-263773.5787,1003,35.641012,-120.687271,113226,Paso Robles,93446,0,1,0,Level 2 only
-81462.6799000017,-262060.2268,1004,35.654981,-120.900694,113227,Paso Robles,93446,0,2,0,Level 2 only
-62205.7666999996,-263620.2501,1005,35.64239,-120.687666,113228,Paso Robles,93446,0,1,0,Level 2 only
-62051.2314000018,-265292.8849,1006,35.627343,-120.685824,113229,Paso Robles,93446,0,2,0,Level 2 only
-64797.4686000012,-269465.9117,1007,35.589594,-120.715827,113230,Paso Robles,93446,0,2,0,Level 2 only
-64724.5361000001,-270070.3091,1008,35.584158,-120.714971,113231,Paso Robles,93446,0,2,0,Level 2 only
-67146.3938000016,-271634.962,1009,35.569905,-120.741587,113232,Paso Robles,93446,0,2,0,Level 2 only
-66971.2864999995,-270673.6911,1010,35.578571,-120.739736,113233,Paso Robles,93446,0,2,0,Level 2 only
-60751.5306000002,-263156.6671,1011,35.646657,-120.671627,113234,Paso Robles,93446,0,4,0,Level 2 only
-67067.0262999982,-262621.5932,1012,35.65105,-120.741489,113235,Paso Robles,93446,0,2,0,Level 2 only
-62288.9035999998,-263321.3782,1013,35.645075,-120.688609,113236,Paso Robles,93446,0,6,0,Level 2 only
-62511.9384000003,-270942.2654,1014,35.576456,-120.690461,113237,Paso Robles,93446,0,2,0,Level 2 only
-62535.7749999985,-270995.3,1015,35.575977,-120.69072,113238,Paso Robles,93446,0,1,0,Level 2 only
-57304.1840999983,-263486.9945,1016,35.643897,-120.633493,113239,Paso Robles,93446,0,2,0,Level 2 only
-60438.2105999999,-261377.1471,1017,35.662696,-120.668302,113240,Paso Robles,93446,0,2,0,Level 2 only
-62443.8955000006,-271147.4846,1018,35.574613,-120.689693,113241,Paso Robles,93446,0,2,0,Level 2 only
-54980.7895000018,-264394.3363,1019,35.635866,-120.607745,113242,Paso Robles,93446,0,1,0,Level 2 only
-65972.5899999999,-259973.0629,1020,35.674968,-120.729615,113243,Paso Robles,93446,0,3,0,Level 2 only
-62158.9571999982,-266074.3689,1021,35.620301,-120.686952,113244,Paso Robles,93446,0,2,0,Level 2 only
-71654.3848999999,-271501.0972,1022,35.570782,-120.791384,113245,Paso Robles,93446,0,2,0,Level 2 only
-71777.6552000009,-270822.9071,1023,35.576878,-120.792808,113246,Paso Robles,93446,0,4,0,Level 2 only
-72085.1169999987,-270335.6747,1024,35.581241,-120.796249,113247,Paso Robles,93446,0,2,0,Level 2 only
-72590.3867000006,-263221.0394,1025,35.645249,-120.802495,113248,Paso Robles,93446,0,3,0,Level 2 only
-51133.4296999983,-268662.2118,1026,35.59766,-120.564938,113249,Paso Robles,93446,0,2,0,Level 2 only
-75107.8651000001,-268493.861,1027,35.597588,-120.829814,113250,Paso Robles,93446,0,2,0,Level 2 only
-75424.8423000015,-268450.868,1028,35.59795,-120.83332,113251,Paso Robles,93446,0,2,0,Level 2 only
-49348.943,-262030.2404,1029,35.657456,-120.545645,113252,Paso Robles,93446,0,3,0,Level 2 only
-76530.1570999995,-265935.3168,1030,35.620507,-120.845779,113253,Paso Robles,93446,0,3,0,Level 2 only
-77300.2432000004,-263827.7471,1031,35.639417,-120.854499,113254,Paso Robles,93446,0,4,0,Level 2 only
-77771.4023000002,-264156.6409,1032,35.636418,-120.859674,113255,Paso Robles,93446,0,1,0,Level 2 only
-174325.779999999,-159119.5276,1033,36.568768,-121.950626,113256,Pebble Beach,93953,0,7,0,Level 2 only
-173206.444599999,-157623.2399,1034,36.582435,-121.938447,113257,Pebble Beach,93953,0,3,0,Level 2 only
-232605.6538,31728.5518999994,1035,38.272406,-122.662407,113259,Petaluma,94954,0,6,0,Level 2 only
-228391.134299999,27005.2821999993,1036,38.230988,-122.612703,113260,Petaluma,94954,0,3,0,Level 2 only
-305039.784399999,129678.612199999,1037,39.131869,-123.532571,113261,Philo,95466,0,2,0,Level 2 only
-301709.995300001,126313.4562,1038,39.102721,-123.49261,113262,Philo,95466,0,1,0,Level 2 only
-58761.2432999983,-318709.0539,1039,35.146613,-120.645444,113264,Pismo Beach,93449,0,1,0,Level 2 only
-59230.3328999989,-318514.0704,1040,35.14834,-120.650611,113265,Pismo Beach,93449,0,2,0,Level 2 only
-59296.8557999991,-318403.7885,1041,35.149329,-120.65135,113266,Pismo Beach,93449,0,2,0,Level 2 only
-59471.9998000003,-318427.3468,1042,35.149106,-120.653272,113267,Pismo Beach,93449,0,2,0,Level 2 only
-60122.7197000012,-318041.6146,1043,35.152539,-120.660449,113268,Pismo Beach,93449,0,2,0,Level 2 only
-62778.4952000007,-316704.7901,1044,35.164407,-120.689728,113269,Pismo Beach,93449,0,3,0,Level 2 only
-62806.626699999,-316542.8989,1045,35.165863,-120.69005,113270,Pismo Beach,93449,0,2,0,Level 2 only
-62415.9776000008,81184.8850999996,1046,38.744573,-120.718891,113271,Placerville,95667,0,2,0,Level 2 only
-77067.8203999996,86429.2954999991,1047,38.790636,-120.888201,113272,Placerville,95667,0,1,0,Level 2 only
-165144.1995,-37541.5437000003,1048,37.663977,-121.874814,113273,Pleasanton,94566,0,4,0,Level 2 only
-71317.1391999982,56461.1623999998,1049,38.521509,-120.818946,113274,Plymouth,95642,0,4,0,Level 2 only
-69781.5808000006,56913.8165000007,1050,38.525699,-120.801358,113275,Plymouth,95669,0,3,0,Level 2 only
-73922.5073999986,51957.0117000006,1051,38.480785,-120.848399,113276,Plymouth,95669,0,2,0,Level 2 only
-73885.0344999991,51976.9085000008,1052,38.480967,-120.847971,113277,Plymouth,95669,0,2,0,Level 2 only
-69019.2437999994,58142.5440999996,1053,38.53681,-120.792722,113278,Plymouth,95669,0,2,0,Level 2 only
332926.181699999,-468721.9327,1054,33.739751,-116.407298,113279,Rancho Mirage,92270,0,2,0,Level 2 only
328093.809599999,-465900.5561,1055,33.766815,-116.45826,113280,Rancho Mirage,92270,0,2,0,Level 2 only
331731.039299998,-462154.0945,1056,33.799343,-116.417506,113281,Rancho Mirage,92270,0,5,0,Level 2 only
332417.051100001,-468405.983,1057,33.742772,-116.412658,113282,Rancho Mirage,92270,0,3,0,Level 2 only
-95806.9411999993,53339.0997000001,1058,38.491195,-121.099724,113283,Rancho Murieta,95683,0,3,0,Level 2 only
261312.224199999,-551057.9445,1059,33.019087,-117.205773,113285,Rancho Santa Fe,92067,0,2,0,Level 2 only
-189040.9713,242856.717499999,1060,40.181715,-122.220555,113286,Red Bluff,96080,0,3,0,Level 2 only
-199683.5605,286695.139900001,1061,40.57403,-122.358323,113289,Redding,96002,0,2,0,Level 2 only
258720.897999998,-435420.3515,1062,34.062404,-117.196918,113290,Redlands,92374,0,4,0,Level 2 only
148564.6952,-461658.7333,1063,33.848991,-118.394897,113291,Redondo Beach,90277,0,2,0,Level 2 only
242742.0889,-444349.4952,1064,33.986065,-117.372628,113292,Riverside,92501,0,4,0,Level 2 only
-236952.162799999,42016.9615000002,1065,38.363812,-122.715502,113293,Rohnert Park,94928,0,3,0,Level 2 only
177297.185600001,-440319.6626,1066,34.036533,-118.079876,113294,Rosemead,91770,0,1,0,Level 2 only
194791.970600002,-444582.7041,1067,33.994759,-117.891493,113295,Rowland Heights,91748,0,2,0,Level 2 only
-209560.9175,52898.1917000003,1068,38.468316,-122.404902,113296,Rutherford,94558,0,3,0,Level 2 only
-209350.5963,53481.4212999996,1069,38.473609,-122.402659,113297,Rutherford,94573,0,2,0,Level 2 only
-129721.3169,63411.0603999998,1070,38.577627,-121.490769,113298,Sacramento,95814,0,8,0,Level 2 only
-130471.784400001,63857.1346000005,1071,38.581533,-121.499473,113299,Sacramento,95814,0,4,0,Level 2 only
-132793.427200001,-169652.604699999,1072,36.480776,-121.484144,113300,Salinas,93908,0,2,0,Level 2 only
-212588.2487,-41158.4338000007,1073,37.621801,-122.412172,113302,San Bruno,94066,0,3,0,Level 2 only
266249.811999999,-584424.7868,1074,32.716655,-117.163677,113303,San Diego,92101,0,2,0,Level 2 only
258058.812399998,-563892.6997,1075,32.904137,-117.24453,113304,San Diego,92037,0,2,0,Level 2 only
272848.834899999,-550501.6076,1076,33.02097,-117.082304,113305,San Diego,92127,0,4,0,Level 2 only
263027.2302,-583370.8609,1077,32.727033,-117.197655,113306,San Diego,92101,0,3,0,Level 2 only
259022.394499999,-578128.7451,1078,32.775408,-117.238673,113307,San Diego,92109,0,3,0,Level 2 only
258886.617699999,-579225.9265,1079,32.765541,-117.24046,113308,San Diego,92109,0,3,0,Level 2 only
259854.803199999,-585420.9456,1080,32.70937,-117.232073,113309,San Diego,92106,0,6,0,Level 2 only
256921.426800001,-569490.928,1081,32.853915,-117.258396,113310,San Diego,92037,0,4,0,Level 2 only
